Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Property start date,Rateable value,VOA code,VOA description,Liability start date,Occupied,Occupied description,Reaons Empty,Empty from,Mandatory Reliefs,Date From,DISC Reliefs,Date From,Retail Relief,Other Reliefs,Date From, Total Net Liability ,Local Reval Relief
405,,"36-38, Buck Street, Bradford, BD3 9QP",BD3 9QP,53.79251,-1.73905,1990-04-01,7300,CR1,CAFE AND PREMISES,2012-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2012,,,,,, ‹¨«-   ,
406,,"63, Sticker Lane, Bradford, BD4 8QA",BD4 8QA,53.78685,-1.71882,1990-04-01,5100,CS,SHOP AND PREMISES,2007-03-06,Y,Occupied,,,Small Business Rates Relief,26/05/2008,,,,,, ‹¨«-   ,
407,Woodlands C E Primary Academy,"Woodlands C E Primary School, Mill Carr Hill Road, Oakenshaw, Bradford, BD12 7EZ",BD12 7EZ,53.74933,-1.7338,1990-04-01,20250,EL,,2018-08-01,Y,Occupied,,,Mandatory Charity Relief,01/08/2018,,,,,," ‹¨«2,041.20 ",
410,Whitaker Animal Feeds Limited,"Balcony Mews, Oakworth Road, Keighley, BD21 1QP",BD21 1QP,53.86393,-1.91671,1990-04-01,6500,CW3,STORE AND PREMISES,1990-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
420,The Garden Shed Public Houses Limited,"Market Tavern, 100, High Street, Wibsey, Bradford, BD6 1LS",BD6 1LS,53.76737,-1.77129,1990-04-01,0,CL,,2017-06-21,,Empty,Exempt below RV,01/04/2018,,,,,,,, ‹¨«-   ,
425,Iqbal Foods Limited,"Iqbal Catering, 6a-8a, Mansfield Road, Bradford, BD8 7LY",BD8 7LY,53.80852,-1.76908,1996-09-01,10500,IF3,WORKSHOP AND PREMISES,2010-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2010,,,,,, ‹¨«-   ,
427,A G Thomas (Bradford) Limited,"Tompion House, Heaton Road, Bradford, BD8 8RB",BD8 8RB,53.80711,-1.77678,1990-04-01,31000,CW,,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«15,221.00 ",
444,Kwik-Fit (Gb) Ltd,"Depot And Premises, South Street, Keighley, BD21 1DQ",BD21 1DQ,53.86171,-1.91195,1990-04-01,33250,CG1,,2001-04-01,Y,Occupied,,,,,,,,,," ‹¨«16,325.75 ",
454,Ison Harrison Solicitors,"46a, The Grove, Ilkley, LS29 9EE",LS29 9EE,53.92472,-1.82557,1991-04-01,10750,CO,OFFICES AND PREMISES,2010-09-07,Y,Occupied,,,,,,,,,," ‹¨«5,278.25 ",
459,,"Gnd Floor, 123, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81305,-1.7264,1990-04-01,10750,CS5,LAUNDERETTE AND PREMISES,2002-05-31,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«3,518.83 ",
467,,"18, Low Street, Keighley, BD21 3PN",BD21 3PN,53.86573,-1.90871,1990-04-01,8900,CS,,2010-06-16,Y,Occupied,,,Small Business Rates Relief,11/06/2014,,,,,, ‹¨«-   ,
468,,"105, North Street, Keighley, BD21 3AA",BD21 3AA,53.869,-1.90987,1990-04-01,18750,MH,SURGERY AND PREMISES,1997-02-01,Y,Occupied,,,,,,,,,," ‹¨«9,206.25 ",
475,Bradford MDC,"King George V Playing Fields, Aireworth Road, Keighley, BD21 4DB",BD21 4DB,53.87151,-1.88649,1990-04-01,45000,LS,SPORTS GROUND AND PREMISES,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«22,095.00 ",
478,Swift News Ltd,"222-224, High Street, Wibsey, Bradford, BD6 1QP",BD6 1QP,53.76693,-1.77439,1990-04-01,8800,CS,SHOP AND PREMISES,2017-11-08,Y,Occupied,,,Small Business Rates Relief,15/09/2018,,,,,, ‹¨«-   ,
479,,"Airedale Equestrial Services, Airedale Mills, Micklethwaite Lane, Bingley, BD16 3HP",BD16 3HP,53.86336,-1.84353,1990-04-01,8700,IF3,WORKSHOP AND PREMISES,2005-06-22,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
480,,"Five Rise Locks Cafe, Beck Lane, Bingley, BD16 4DT",BD16 4DT,53.8565,-1.83782,1990-04-01,5000,CS,SHOP AND PREMISES,2011-08-05,Y,Occupied,,,Small Business Rates Relief,05/08/2011,,,,,, ‹¨«-   ,
486,N R S Holdings Limited T/A Keighley Tyre Sales,"Unit 13-14, Royal Works, Goulbourne Street, Keighley, BD21 1PG",BD21 1PG,53.86294,-1.91373,1996-04-01,7500,IF3,WORKSHOP AND PREMISES,1998-12-19,Y,Occupied,,,,,,,,,," ‹¨«3,682.50 ",
491,,"The Gym 2nd Floor, 16-18, Mill Street, Bradford, BD1 4AB",BD1 4AB,53.79782,-1.74976,1998-10-26,4200,LX,GYMNASIUM AND PREMISES,1998-10-26,,Empty,Exempt Listed Building,01/04/2017,,,,,,,, ‹¨«-   ,
496,,"263, Legrams Lane, Bradford, BD7 2EJ",BD7 2EJ,53.78937,-1.78533,1990-04-01,4750,CS,SHOP AND PREMISES,2001-04-15,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
498,Strandpark Properties Limited,"2nd Floor, 29-31, Kirkgate, Bradford, BD1 1QB",BD1 1QB,53.79488,-1.75244,1990-04-01,6500,CO,OFFICES AND PREMISES,2012-12-25,,Empty,Empty Charge Retail,25/12/2012,,,,,,,," ‹¨«3,276.00 ",
499,Wilson'S Truck Wash Ltd,"Unit 9, West Bradford Industrial Park, Barnes Road, Bradford, BD8 9TG",BD8 9TG,53.79788,-1.79089,1990-04-01,8200,CW,WAREHOUSE AND PREMISES,2014-06-25,Y,Occupied,,,Small Business Rates Relief,25/06/2014,,,,,, ‹¨«-   ,
503,Ladbrokes Betting & Gaming Limited,"27-29, Low Street, Keighley, BD21 3PP",BD21 3PP,53.86592,-1.90818,1990-04-01,21750,CS,SHOP AND PREMISES,2008-04-01,Y,Occupied,,,,,,,,,," ‹¨«10,679.25 ",
510,,"Unit 3b, Townhead Mill, Main Street, Addingham, LS29 0PD",LS29 0PD,53.94439,-1.88842,1998-08-01,5500,IF3,WORKSHOP AND PREMISES,2018-08-15,Y,Occupied,,,Small Business Rates Relief,15/08/2018,,,,,, ‹¨«-   ,
512,Dobson And Robinson Limited,"46, The Grove, Ilkley, LS29 9EE",LS29 9EE,53.92472,-1.82557,1991-04-01,31250,CS,SHOP AND PREMISES,2003-07-01,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«10,229.17 ",
513,Sunnymead Ltd,"Sunnymead, Bingley Road, Menston, Ilkley, LS29 6AX",LS29 6AX,53.88565,-1.75466,1990-04-01,12250,CX,KENNELS AND PREMISES,2018-11-30,Y,Occupied,,,Small Business Rates Relief,30/11/2018,,,,,, ‹¨«247.59 ,
517,,"121, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81305,-1.7264,1990-04-01,9300,CS,SHOP AND PREMISES,2017-12-11,Y,Occupied,,,Small Business Rates Relief,25/11/2018,,,,,, ‹¨«-   ,
519,,"Unit 7, 935, Leeds Road, Bradford, BD3 8JB",BD3 8JB,53.79761,-1.71192,1990-04-01,1900,IF3,WORKSHOP AND PREMISES,2002-05-20,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
525,Seleco'S Limited,"Unit 61, Mantra House, South Street, Keighley, BD21 1SX",BD21 1SX,53.86297,-1.91128,1990-04-01,2100,IF3,WORKSHOP AND PREMISES,2016-10-01,,Empty,Exempt below RV,16/05/2018,,,,,,,, ‹¨«-   ,
526,,"Motorhub, Oakworth Road, Keighley, BD21 1QT",BD21 1QT,53.86305,-1.91656,1990-04-01,12250,CP,"CAR DISPLAY, PARKING, STORES AND PREMISES",2012-12-05,Y,Occupied,,,Small Business Rates Relief,05/12/2012,,,,,, ‹¨«501.23 ,
534,,"739, Little Horton Lane, Bradford, BD5 9EH",BD5 9EH,53.77603,-1.77173,1990-04-01,2850,CS,SHOP AND PREMISES,2004-06-17,,Empty,Exempt below RV,17/06/2004,,,,,,,, ‹¨«-   ,
540,,"Unit 12, Royal Works, Goulbourne Street, Keighley, BD21 1PG",BD21 1PG,53.86294,-1.91373,1996-04-01,4200,IF3,WORKSHOP AND PREMISES,2008-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2008,,,,,, ‹¨«-   ,
541,,"47, Wilsden Road, Bradford, BD15 9AD",BD15 9AD,53.81405,-1.8366,1995-04-01,3850,CS,SHOP AND PREMISES,1998-07-16,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
549,T & S Developers Ltd,"3rd Floor, 16-18, Mill Street, Bradford, BD1 4AB",BD1 4AB,53.79782,-1.74976,1998-10-26,8800,CW3,STORE AND PREMISES,2019-01-31,,Empty,Exempt Listed Building,31/01/2019,,,,,,,, ‹¨«-   ,
553,,"241, Legrams Lane, Bradford, BD7 2EJ",BD7 2EJ,53.78937,-1.78533,1990-04-01,4250,CS,SHOP AND PREMISES,2008-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2008,,,,,, ‹¨«-   ,
556,,"2nd Floor, 5a, Hustlergate, Bradford, BD1 1RE",BD1 1RE,53.79423,-1.75262,1990-04-01,2425,IF3,WORKSHOP AND PREMISES,2012-06-01,Y,Occupied,,,Small Business Rates Relief,01/06/2012,,,,,, ‹¨«-   ,
557,,"73, Low Street, Keighley, BD21 3QP",BD21 3QP,53.86613,-1.90607,1990-04-01,13250,CS,SHOP AND PREMISES,2013-08-01,Y,Occupied,,,Small Business Rates Relief,01/08/2013,,,Retail Discount,,," ‹¨«1,542.93 ",
558,Bradnet,"Car Park Adj, 1a, Middle Street, Bradford, BD1 4QP",BD1 4QP,53.79722,-1.75415,1990-04-01,9600,CP,CAR PARK AND PREMISES,2017-04-04,,Empty,Exempt not Relevent Hereditament,12/10/2018,,,,,,,, ‹¨«-   ,
560,,"209a, Great Horton Road, Bradford, BD7 1RP",BD7 1RP,53.78741,-1.77259,1990-04-01,2150,CS,SHOP AND PREMISES,1997-02-17,,Empty,Exempt below RV,01/05/1998,,,,,,,, ‹¨«-   ,
564,,"17, Harrogate Road, Bradford, BD2 3DY",BD2 3DY,53.81089,-1.72797,1990-04-01,6900,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2016-11-14,Y,Occupied,,,Small Business Rates Relief,14/11/2016,,,,,, ‹¨«-   ,
574,,"145, Skipton Road, Keighley, BD21 3BG",BD21 3BG,53.87148,-1.91,1990-04-01,7200,CR,,2016-09-01,Y,Occupied,,,Small Business Rates Relief,01/09/2016,,,,,, ‹¨«-   ,
575,,"119, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81305,-1.7264,1990-04-01,10000,CS,SHOP AND PREMISES,2015-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
578,Clear Channel Uk Limited,"Board No 4067 Adj Bowling, Railway Bridge, Wakefield Road, Bradford, BD4 7PE",BD4 7PE,53.78788,-1.74088,1992-04-01,1775,CA,ADVERTISING RIGHT AND PREMISES,1992-04-01,Y,Occupied,,,,,,,,,, ‹¨«871.53 ,
579,,"297, Leeds Road, Bradford, BD3 9JY",BD3 9JY,53.79265,-1.73638,1990-04-01,7000,CS,,2003-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
581,Advanced Supply Chain (Bfd) Ltd,"Factory Office And Premises, Wharfedale Road, Bradford, BD4 6SQ",BD4 6SQ,53.75101,-1.74122,1990-04-01,410000,IF,FACTORY AND PREMISES,2016-10-01,Y,Occupied,,,,,,,,,," ‹¨«206,640.00 ",
583,The Craft Union Pub Company Limited,"Commercial Inn, Church Street, Keighley, BD21 5HS",BD21 5HS,53.86523,-1.91003,1990-04-01,30250,CL,PUBLIC HOUSE AND PREMISES,2019-08-27,Y,Occupied,,,,,,,,,," ‹¨«8,846.72 ",
585,,"Chaplins Bistro, Oak Street, Haworth, Keighley, BD22 8NW",BD22 8NW,53.83051,-1.94768,1990-04-01,8900,CR,RESTAURANT AND PREMISES,1997-11-03,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
586,Bradford MDC,"Cemetery, Hebden Bridge Road, Oxenhope, Keighley, BD22 9QH",BD22 9QH,53.8066,-1.96282,1990-04-01,1925,MC,CEMETERY AND PREMISES,1990-04-01,Y,Occupied,,,,,,,,,, ‹¨«945.18 ,
589,Hire Station Limited,"Warehouse, Wakefield Road, Bradford, BD4 7LX",BD4 7LX,53.7836,-1.73405,1996-11-25,53500,CW,,2017-02-24,Y,Occupied,,,,,,,,,," ‹¨«26,964.00 ",
594,Kinder Haven Limited,"Kinder Haven, 69, Halifax Road, Bradford, BD6 1JQ",BD6 1JQ,53.76146,-1.76923,1990-04-01,51500,EN1,,2011-12-20,Y,Occupied,,,,,,,,,," ‹¨«20,955.13 ",Yes
597,Beckfoot & Bingley Tennis Club,"Tennis Courts And Clubhouse, Beckfoot Lane, Bingley, BD16 1LX",BD16 1LX,53.8393,-1.83533,1990-04-01,2600,LX,TENNIS COURTS & PREMISES,1990-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2010,,,,,, ‹¨«-   ,
600,,"1, Leamington Street, Bradford, BD9 4QZ",BD9 4QZ,53.80941,-1.77563,1990-04-01,5900,CS,SHOP AND PREMISES,2019-07-01,Y,Occupied,,,Small Business Rates Relief,01/07/2019,,,,,, ‹¨«-   ,
604,,"48, Wrose Road, Shipley, BD18 1NT",BD18 1NT,53.8286,-1.75833,1990-04-01,4350,CS,SHOP AND PREMISES,2003-11-13,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
606,,"250, Whetley Lane, Bradford, BD8 9DJ",BD8 9DJ,53.80341,-1.77624,1990-04-01,5000,CS,SHOP AND PREMISES,2011-07-15,Y,Occupied,,,Small Business Rates Relief,15/07/2011,,,,,, ‹¨«-   ,
623,,"9-11, Harrogate Road, Bradford, BD2 3DT",BD2 3DT,53.80925,-1.72945,1990-04-01,5400,CS,SHOP AND PREMISES,2016-03-12,Y,Occupied,,,Small Business Rates Relief,12/03/2016,,,,,, ‹¨«-   ,
626,,"Schoolwood Farm Caravan Park, Straight Lane, Addingham, LS29 0JU",LS29 0JU,53.95619,-1.91365,1998-02-01,16200,CC1,,1998-02-01,Y,Occupied,,,,,,,,,," ‹¨«7,954.20 ",
627,,"9a, Cleasby Road, Menston, Ilkley, LS29 6JE",LS29 6JE,53.89089,-1.73562,1990-07-01,2900,CO,OFFICES AND PREMISES,2013-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2013,,,,,, ‹¨«-   ,
628,Allan Burns Limited,"Unit 2a, Station Oil Works, Thwaites, Keighley, BD21 4NQ",BD21 4NQ,53.86842,-1.888,1997-05-01,1775,CO,OFFICES AND PREMISES,1997-05-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
630,The James Clarke And Sarah Foley Trust For The Elderly,"Day Centre And Premises, Cunliffe Road, Ilkley, LS29 9DZ",LS29 9DZ,53.92566,-1.82665,1990-04-01,28250,LC,,1991-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/1998,,,,,," ‹¨«2,847.60 ",
635,Lloyds Bank Plc,"983, Leeds Road, Bradford, BD3 7ND",BD3 7ND,53.79932,-1.71019,1990-04-01,11750,CS1,BANK AND PREMISES,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«5,769.25 ",
641,,"12, New Market, Low Street, Keighley, BD21 3PQ",BD21 3PQ,53.8653,-1.90746,1990-04-01,3750,CS,MARKET STALL,2017-08-31,Y,Occupied,,,Small Business Rates Relief,31/08/2017,,,,,, ‹¨«-   ,
643,,"97, Lidget, Oakworth, Keighley, BD22 7HN",BD22 7HN,53.84618,-1.947,1990-04-01,2150,CS,SHOP AND PREMISES,2019-03-01,Y,Occupied,,,Small Business Rates Relief,01/03/2019,,,,,, ‹¨«-   ,
644,Oxenhope Ce Primary School,"Oxenhope Ce Primary School, Cross Lane, Oxenhope, Keighley, BD22 9LH",BD22 9LH,53.81096,-1.95487,1990-04-01,28500,EL,SCHOOL AND PREMISES,2016-07-01,Y,Occupied,,,Mandatory Charity Relief,01/07/2016,,,,,," ‹¨«2,872.80 ",
645,,"397, Beacon Road, Bradford, BD6 3NB",BD6 3NB,53.77236,-1.80787,1990-04-01,4650,CS,SHOP AND PREMISES,2015-04-20,Y,Occupied,,,Small Business Rates Relief,20/04/2015,,,,,, ‹¨«-   ,
652,,"28, Wibsey Bank, Bradford, BD6 1AN",BD6 1AN,53.7677,-1.76398,1990-04-01,3050,CS,SHOP AND PREMISES,1998-12-15,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
654,Feature Radiators Limited,"134-140, Main Street, Bingley, BD16 2HL",BD16 2HL,53.84937,-1.83935,1990-04-01,12000,CO,OFFICES AND PREMISES,2013-02-07,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«3,928.00 ",
661,Salts Estates Ltd,"The Bookstore 2nd Floor, Salts Mill, Victoria Road, Saltaire, Shipley, BD18 3LA",BD18 3LA,53.83832,-1.78771,1993-04-01,36500,CW,WAREHOUSE AND PREMISES,2000-09-01,Y,Occupied,,,,,,,,,," ‹¨«17,921.50 ",
664,Clear Channel Uk Limited,"Advert Right 0701 0101 , At Front Of Co-Op, Duckworth Lane, Bradford, BD9 5EP",BD9 5EP,53.80622,-1.78818,1990-04-01,850,CA,ADVERTISING RIGHT AND PREMISES,1990-04-01,Y,Occupied,,,,,,,,,, ‹¨«417.35 ,
671,One Vision Bradford Limited,"25-27, Tyrrel Street, Bradford, BD1 1RU",BD1 1RU,53.79352,-1.7534,1990-04-01,16500,CS,,2018-08-29,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«5,401.00 ",
677,Ellmac Limited,"60, Low Street, Keighley, BD21 3PT",BD21 3PT,53.86571,-1.90741,1990-04-01,9600,CS,SHOP AND PREMISES,2008-08-28,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«3,142.40 ",
678,East Street Arts,"16, Westgate Mall, Kirkgate Centre, Bradford, BD1 1QR",BD1 1QR,53.79477,-1.75555,1990-04-01,27000,CS,,2019-03-28,Y,Occupied,,,Mandatory Charity Relief,22/06/2019,,,,,," ‹¨«2,111.84 ",
684,Bradford MDC,"Car Park At, Main Street, Addingham, LS29 0PD",LS29 0PD,53.94439,-1.88842,1992-04-01,800,CP,CAR PARK,1992-04-01,Y,Occupied,,,,,,,,,, ‹¨«392.80 ,
685,,"Unit 2, Station Oil Works, Thwaites, Keighley, BD21 4NQ",BD21 4NQ,53.86842,-1.888,1997-05-01,8000,CG2,GARAGE AND PREMISES,2015-04-02,Y,Occupied,,,Small Business Rates Relief,02/04/2015,,,,,, ‹¨«-   ,
687,Ilkley Grammar School,"Ilkley Grammar School, Cowpasture Road, Ilkley, LS29 8TR",LS29 8TR,53.92183,-1.81406,1990-04-01,262500,EL,,2011-07-01,Y,Occupied,,,Mandatory Charity Relief,01/07/2011,,,,,," ‹¨«26,460.00 ",
689,,"117, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81305,-1.7264,1990-04-01,6200,CS,SHOP AND PREMISES,2007-04-10,Y,Occupied,,,Small Business Rates Relief,10/04/2007,,,,,, ‹¨«-   ,
690,Bill Pringle Roofing Limited,"The Yard, East Parade, Baildon, BD17 6LY",BD17 6LY,53.85396,-1.76471,1990-04-01,4250,CW1,LAND USED FOR STORAGE AND PREMISES,2015-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
692,,"1270, Leeds Road, Bradford, BD3 8LF",BD3 8LF,53.79453,-1.71496,1991-04-01,8000,CS,SHOP AND PREMISES,2013-08-12,Y,Occupied,,,Small Business Rates Relief,19/08/2013,,,,,, ‹¨«-   ,
696,,"Shop, 856, Leeds Road, Bradford, BD3 8EZ",BD3 8EZ,53.79226,-1.72524,1990-04-01,5800,CS,SHOP AND PREMISES,2009-01-12,Y,Occupied,,,Small Business Rates Relief,12/01/2009,,,,,, ‹¨«-   ,
700,,"Oaklands, 149, Skipton Road, Keighley, BD21 3BG",BD21 3BG,53.87148,-1.91,1990-04-01,12500,CO,OFFICES AND PREMISES,2019-07-03,,Empty,Empty Charge Industrial,03/07/2019,,,,,,,," ‹¨«4,699.18 ",
703,,"55, High Street, Queensbury, Bradford, BD13 2AD",BD13 2AD,53.76767,-1.84776,1990-04-01,2950,CS,SHOP AND PREMISES,2018-05-05,Y,Occupied,,,Small Business Rates Relief,05/05/2018,,,,,, ‹¨«-   ,
709,,"16, Paley Road, Bradford, BD4 7EJ",BD4 7EJ,53.78394,-1.73786,1990-04-01,3700,CO,OFFICES AND PREMISES,2009-04-01,,Empty,Empty Charge Retail,09/03/2019,,,,,,,," ‹¨«1,864.80 ",
712,,"5, Chapel Lane, Bingley, BD16 2NG",BD16 2NG,53.84758,-1.83715,1990-04-01,3900,CS,SHOP AND PREMISES,1993-09-21,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
714,,"2, Mountain Ash, Thornton, BD13 3TU",BD13 3TU,53.79395,-1.85018,1996-03-01,4400,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,1996-03-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
718,Kion Properties Ltd,"Enterprise Rent A Car, Sunderland Street, Keighley, BD21 5LE",BD21 5LE,53.86147,-1.91054,1997-04-01,8000,CX,LAND USED FOR CAR HIRE AND PREMISES,2017-11-28,,Empty,Exempt not Relevent Hereditament,01/09/2019,,,,,,,, ‹¨«-   ,
722,Nafees Bakers Limited,"210-212, Lilycroft Road, Bradford, BD9 5AJ",BD9 5AJ,53.80664,-1.78407,1990-04-01,18250,CS,,2010-08-25,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«5,973.83 ",
728,Froz Properties Ltd,"193, Legrams Lane, Bradford, BD7 2EJ",BD7 2EJ,53.78937,-1.78533,1990-04-01,2900,CS,SHOP AND PREMISES,2018-05-16,,Empty,Empty Charge Retail,16/08/2018,,,,,,,," ‹¨«1,461.60 ",
739,,"5, Harrogate Road, Bradford, BD2 3DT",BD2 3DT,53.80925,-1.72945,1990-04-01,3700,CS,SHOP AND PREMISES,1991-09-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
740,,"Dubrovnik Hotel, 3, Oak Avenue, Bradford, BD8 7AQ",BD8 7AQ,53.81059,-1.76448,1990-04-01,31500,CH,HOTEL AND PREMISES,2004-10-31,Y,Occupied,,,,,,,,,," ‹¨«15,466.50 ",
742,R K Petty Plumbing & Heating Limited,"Unit 24, Townhead Mill, Main Street, Addingham, LS29 0PD",LS29 0PD,53.94439,-1.88842,1995-11-13,6500,CW3,STORE AND PREMISES,2018-10-22,Y,Occupied,,,Small Business Rates Relief,22/10/2018,,,,,, ‹¨«-   ,
743,Wharfedale District Scout Council,"Camp Site, Curly Hill, Ilkley, LS29 0DT",LS29 0DT,53.93636,-1.81711,1990-04-01,2900,CC,CAMPING SITE AND PREMISES,1990-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/1998,,,,,, ‹¨«292.32 ,
749,Ascent Holdings Ltd,"Prince Of Wales Inn, 91, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81305,-1.7264,1990-04-01,16500,CL,PUBLIC HOUSE AND PREMISES,2017-04-28,,Empty,Empty Charge Retail,12/10/2017,,,,,,,," ‹¨«8,316.00 ",
751,,"11a, Folkestone Street, Bradford, BD3 9NX",BD3 9NX,53.79631,-1.72805,1990-04-01,850,CW3,STORE AND PREMISES,2004-04-07,,Empty,Exempt below RV,01/01/1992,,,,,,,, ‹¨«-   ,
754,,"270, Leeds Road, Bradford, BD3 9QX",BD3 9QX,53.79254,-1.73862,1990-04-01,7100,CS7,SHOWROOM AND PREMISES,2014-08-27,Y,Occupied,,,Small Business Rates Relief,27/08/2014,,,,,, ‹¨«-   ,
758,The Picture House Cinema (Keighley) Limited,"The Picture House, North Street, Keighley, BD21 3AF",BD21 3AF,53.8695,-1.90932,1990-04-01,10600,LT,CINEMA AND PREMISES,1996-03-01,Y,Occupied,,,Small Business Rates Relief,01/04/2010,,,,,, ‹¨«-   ,
761,,"168, Old Road, Horton Bank Top, Bradford, BD7 4ND",BD7 4ND,53.77457,-1.80108,1990-04-01,1000,CS,SHOP AND PREMISES,1994-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
765,,"63, Bradford Road, Riddlesden, Keighley, BD21 4EZ",BD21 4EZ,53.87679,-1.88308,1990-04-01,3850,CS,SHOP AND PREMISES,2000-09-30,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
766,Pitcliffe Properties Limited,"4, Pitcliffe Way, Upper Castle Street, Bradford, BD5 7SG",BD5 7SG,53.78342,-1.75026,1990-04-01,32500,CW,,2008-04-01,,Empty,Empty Charge Industrial,28/02/2019,,,,,,,," ‹¨«16,380.00 ",
767,The Governing Body,"St Stephens Ce Primary School, Gaythorne Road, Bradford, BD5 7HU",BD5 7HU,53.77823,-1.75519,1990-04-01,66000,EL,,1990-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/1998,,,,,," ‹¨«6,652.80 ",
768,,"11, Folly Hall Road, Bradford, BD6 1UL",BD6 1UL,53.76572,-1.77577,1990-04-01,4350,CS,SHOP AND PREMISES,2007-05-23,Y,Occupied,,,Small Business Rates Relief,31/05/2007,,,,,, ‹¨«-   ,
770,Shipley Golf Club Fao The Secretary,"Shipley Golf Club, Beckfoot Lane, Bingley, BD16 1LX",BD16 1LX,53.8393,-1.83533,1990-04-01,68000,LS2,,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«34,272.00 ",
773,Freshwaters Christian Charity Shop,"21-23, Bridge Street, Keighley, BD21 1AA",BD21 1AA,53.86508,-1.91071,1996-11-22,7200,CS,SHOP AND PREMISES,2010-01-01,Y,Occupied,,,Mandatory Charity Relief,28/08/2016,,,Retail Discount,,, ‹¨«240.69 ,
779,,"158, Washington Street, Bradford, BD8 9QR",BD8 9QR,53.80448,-1.78972,1990-04-01,1825,CS,SHOP AND PREMISES,2005-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
780,,"Garage At, R-O, 40, High Street, Keighley, BD21 2LJ",BD21 2LJ,53.86572,-1.91167,1990-04-01,1750,CW3,STORE AND PREMISES,2012-03-17,Y,Occupied,,,Small Business Rates Relief,17/03/2012,,,,,, ‹¨«-   ,
789,Thorntons Limited,"4, College Walk, Keighley, BD21 3PH",BD21 3PH,53.86655,-1.90835,1990-04-01,29750,CS,SHOP AND PREMISES,1996-11-26,Y,Occupied,,,,,,,,,," ‹¨«14,607.25 ",
790,Coultas & Shaw (1938) Limited,"Car Park Before, 18, Salem Street, Bradford, BD1 4QH",BD1 4QH,53.79788,-1.75527,1990-04-01,13750,CP,CAR PARK AND PREMISES,2010-03-29,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,," ‹¨«3,938.89 ",
793,,"10a, Summerville Road, Bradford, BD7 1PX",BD7 1PX,53.78942,-1.77087,1990-04-01,2750,CS,,2018-01-08,Y,Occupied,,,Small Business Rates Relief,08/01/2018,,,,,, ‹¨«-   ,
